Sexo;Comunidades y Ciudades Autónomas;Nivel de formación alcanzado;Periodo;Total
Mujeres;12 Galicia;Segunda etapa de educación secundaria, con orientación general;2021T2;12,5
Mujeres;12 Galicia;Segunda etapa de educación secundaria, con orientación general;2021T1;12,3
Mujeres;12 Galicia;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T4;7,5
Mujeres;12 Galicia;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T3;7,8
Mujeres;12 Galicia;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T2;7,3
Mujeres;12 Galicia;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T1;7,8
Mujeres;12 Galicia;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T4;7,2
Mujeres;12 Galicia;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T3;7,2
Mujeres;12 Galicia;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T2;7,1
Mujeres;12 Galicia;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T1;7,0
Mujeres;12 Galicia;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T4;7,1
Mujeres;12 Galicia;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T3;7,0
Mujeres;12 Galicia;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T2;7,0
Mujeres;12 Galicia;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T1;7,1
Mujeres;12 Galicia;Educación superior;2023T4;33,9
Mujeres;12 Galicia;Educación superior;2023T3;33,1
Mujeres;12 Galicia;Educación superior;2023T2;32,2
Mujeres;12 Galicia;Educación superior;2023T1;32,5
Mujeres;12 Galicia;Educación superior;2022T4;32,4
Mujeres;12 Galicia;Educación superior;2022T3;33,5
Mujeres;12 Galicia;Educación superior;2022T2;33,6
Mujeres;12 Galicia;Educación superior;2022T1;32,9
Mujeres;12 Galicia;Educación superior;2021T4;32,5
Mujeres;12 Galicia;Educación superior;2021T3;32,3
Mujeres;12 Galicia;Educación superior;2021T2;31,7
Mujeres;12 Galicia;Educación superior;2021T1;31,7
Mujeres;13 Madrid, Comunidad de;Analfabetos;2023T4;0,7
Mujeres;13 Madrid, Comunidad de;Analfabetos;2023T3;0,6
Mujeres;13 Madrid, Comunidad de;Analfabetos;2023T2;0,6
Mujeres;13 Madrid, Comunidad de;Analfabetos;2023T1;0,4
Mujeres;13 Madrid, Comunidad de;Analfabetos;2022T4;0,8
Mujeres;13 Madrid, Comunidad de;Analfabetos;2022T3;0,4
Mujeres;13 Madrid, Comunidad de;Analfabetos;2022T2;0,7
Mujeres;13 Madrid, Comunidad de;Analfabetos;2022T1;0,7
Mujeres;13 Madrid, Comunidad de;Analfabetos;2021T4;0,8
Mujeres;13 Madrid, Comunidad de;Analfabetos;2021T3;0,8
Mujeres;13 Madrid, Comunidad de;Analfabetos;2021T2;0,8
Mujeres;13 Madrid, Comunidad de;Analfabetos;2021T1;0,9
Mujeres;13 Madrid, Comunidad de;Estudios primarios incompletos;2023T4;2,3
Mujeres;13 Madrid, Comunidad de;Estudios primarios incompletos;2023T3;2,6
Mujeres;13 Madrid, Comunidad de;Estudios primarios incompletos;2023T2;2,9
Mujeres;13 Madrid, Comunidad de;Estudios primarios incompletos;2023T1;2,7
Mujeres;13 Madrid, Comunidad de;Estudios primarios incompletos;2022T4;2,3
Mujeres;13 Madrid, Comunidad de;Estudios primarios incompletos;2022T3;2,6
Mujeres;13 Madrid, Comunidad de;Estudios primarios incompletos;2022T2;2,6
Mujeres;13 Madrid, Comunidad de;Estudios primarios incompletos;2022T1;2,6
Mujeres;13 Madrid, Comunidad de;Estudios primarios incompletos;2021T4;2,7
Mujeres;13 Madrid, Comunidad de;Estudios primarios incompletos;2021T3;2,9
Mujeres;13 Madrid, Comunidad de;Estudios primarios incompletos;2021T2;3,5
Mujeres;13 Madrid, Comunidad de;Estudios primarios incompletos;2021T1;3,4
Mujeres;13 Madrid, Comunidad de;Educación primaria;2023T4;12,0
Mujeres;13 Madrid, Comunidad de;Educación primaria;2023T3;11,7
Mujeres;13 Madrid, Comunidad de;Educación primaria;2023T2;12,5
Mujeres;13 Madrid, Comunidad de;Educación primaria;2023T1;12,8
Mujeres;13 Madrid, Comunidad de;Educación primaria;2022T4;12,8
Mujeres;13 Madrid, Comunidad de;Educación primaria;2022T3;11,4
Mujeres;13 Madrid, Comunidad de;Educación primaria;2022T2;10,6
Mujeres;13 Madrid, Comunidad de;Educación primaria;2022T1;10,6
Mujeres;13 Madrid, Comunidad de;Educación primaria;2021T4;10,0
Mujeres;13 Madrid, Comunidad de;Educación primaria;2021T3;10,4
Mujeres;13 Madrid, Comunidad de;Educación primaria;2021T2;10,0
Mujeres;13 Madrid, Comunidad de;Educación primaria;2021T1;9,7
Mujeres;13 Madrid, Comunidad de;Primera etapa de Educación Secundaria y similar;2023T4;20,7
Mujeres;13 Madrid, Comunidad de;Primera etapa de Educación Secundaria y similar;2023T3;20,0
Mujeres;13 Madrid, Comunidad de;Primera etapa de Educación Secundaria y similar;2023T2;20,1
Mujeres;13 Madrid, Comunidad de;Primera etapa de Educación Secundaria y similar;2023T1;19,3
Mujeres;13 Madrid, Comunidad de;Primera etapa de Educación Secundaria y similar;2022T4;19,5
Mujeres;13 Madrid, Comunidad de;Primera etapa de Educación Secundaria y similar;2022T3;20,3
Mujeres;13 Madrid, Comunidad de;Primera etapa de Educación Secundaria y similar;2022T2;19,1
Mujeres;13 Madrid, Comunidad de;Primera etapa de Educación Secundaria y similar;2022T1;19,5
Mujeres;13 Madrid, Comunidad de;Primera etapa de Educación Secundaria y similar;2021T4;19,8
Mujeres;13 Madrid, Comunidad de;Primera etapa de Educación Secundaria y similar;2021T3;19,4
Mujeres;13 Madrid, Comunidad de;Primera etapa de Educación Secundaria y similar;2021T2;20,6
Mujeres;13 Madrid, Comunidad de;Primera etapa de Educación Secundaria y similar;2021T1;20,5
Mujeres;13 Madrid, Comunidad de;Segunda etapa de educación secundaria, con orientación general;2023T4;17,3
Mujeres;13 Madrid, Comunidad de;Segunda etapa de educación secundaria, con orientación general;2023T3;17,6
Mujeres;13 Madrid, Comunidad de;Segunda etapa de educación secundaria, con orientación general;2023T2;17,9
Mujeres;13 Madrid, Comunidad de;Segunda etapa de educación secundaria, con orientación general;2023T1;17,9
Mujeres;13 Madrid, Comunidad de;Segunda etapa de educación secundaria, con orientación general;2022T4;18,1
Mujeres;13 Madrid, Comunidad de;Segunda etapa de educación secundaria, con orientación general;2022T3;17,8
Mujeres;13 Madrid, Comunidad de;Segunda etapa de educación secundaria, con orientación general;2022T2;18,7
Mujeres;13 Madrid, Comunidad de;Segunda etapa de educación secundaria, con orientación general;2022T1;19,8
Mujeres;13 Madrid, Comunidad de;Segunda etapa de educación secundaria, con orientación general;2021T4;19,5
Mujeres;13 Madrid, Comunidad de;Segunda etapa de educación secundaria, con orientación general;2021T3;19,5
Mujeres;13 Madrid, Comunidad de;Segunda etapa de educación secundaria, con orientación general;2021T2;18,6
Mujeres;13 Madrid, Comunidad de;Segunda etapa de educación secundaria, con orientación general;2021T1;18,9
Mujeres;13 Madrid, Comunidad de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T4;6,3
Mujeres;13 Madrid, Comunidad de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T3;6,2
Mujeres;13 Madrid, Comunidad de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T2;6,2
Mujeres;13 Madrid, Comunidad de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T1;5,9
Mujeres;13 Madrid, Comunidad de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T4;5,4
Mujeres;13 Madrid, Comunidad de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T3;5,6
Mujeres;13 Madrid, Comunidad de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T2;6,2
Mujeres;13 Madrid, Comunidad de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T1;6,4
Mujeres;13 Madrid, Comunidad de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T4;6,0
Mujeres;13 Madrid, Comunidad de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T3;6,0
Mujeres;13 Madrid, Comunidad de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T2;5,8
Mujeres;13 Madrid, Comunidad de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T1;6,0
Mujeres;13 Madrid, Comunidad de;Educación superior;2023T4;40,7
Mujeres;13 Madrid, Comunidad de;Educación superior;2023T3;41,2
Mujeres;13 Madrid, Comunidad de;Educación superior;2023T2;39,9
Mujeres;13 Madrid, Comunidad de;Educación superior;2023T1;40,9
Mujeres;13 Madrid, Comunidad de;Educación superior;2022T4;41,0
Mujeres;13 Madrid, Comunidad de;Educación superior;2022T3;41,9
Mujeres;13 Madrid, Comunidad de;Educación superior;2022T2;42,2
Mujeres;13 Madrid, Comunidad de;Educación superior;2022T1;40,3
Mujeres;13 Madrid, Comunidad de;Educación superior;2021T4;41,3
Mujeres;13 Madrid, Comunidad de;Educación superior;2021T3;40,9
Mujeres;13 Madrid, Comunidad de;Educación superior;2021T2;40,8
Mujeres;13 Madrid, Comunidad de;Educación superior;2021T1;40,6
Mujeres;14 Murcia, Región de;Analfabetos;2023T4;2,9
Mujeres;14 Murcia, Región de;Analfabetos;2023T3;3,1
Mujeres;14 Murcia, Región de;Analfabetos;2023T2;3,1
Mujeres;14 Murcia, Región de;Analfabetos;2023T1;3,0
Mujeres;14 Murcia, Región de;Analfabetos;2022T4;2,9
Mujeres;14 Murcia, Región de;Analfabetos;2022T3;2,8
Mujeres;14 Murcia, Región de;Analfabetos;2022T2;3,4
Mujeres;14 Murcia, Región de;Analfabetos;2022T1;3,1
Mujeres;14 Murcia, Región de;Analfabetos;2021T4;2,8
Mujeres;14 Murcia, Región de;Analfabetos;2021T3;3,1
Mujeres;14 Murcia, Región de;Analfabetos;2021T2;3,1
Mujeres;14 Murcia, Región de;Analfabetos;2021T1;3,1
Mujeres;14 Murcia, Región de;Estudios primarios incompletos;2023T4;6,6
Mujeres;14 Murcia, Región de;Estudios primarios incompletos;2023T3;7,1
Mujeres;14 Murcia, Región de;Estudios primarios incompletos;2023T2;7,0
Mujeres;14 Murcia, Región de;Estudios primarios incompletos;2023T1;7,1
Mujeres;14 Murcia, Región de;Estudios primarios incompletos;2022T4;7,1
Mujeres;14 Murcia, Región de;Estudios primarios incompletos;2022T3;7,0
Mujeres;14 Murcia, Región de;Estudios primarios incompletos;2022T2;6,9
Mujeres;14 Murcia, Región de;Estudios primarios incompletos;2022T1;6,4
Mujeres;14 Murcia, Región de;Estudios primarios incompletos;2021T4;5,6
Mujeres;14 Murcia, Región de;Estudios primarios incompletos;2021T3;5,4
Mujeres;14 Murcia, Región de;Estudios primarios incompletos;2021T2;6,3
Mujeres;14 Murcia, Región de;Estudios primarios incompletos;2021T1;7,1
Mujeres;14 Murcia, Región de;Educación primaria;2023T4;9,6
Mujeres;14 Murcia, Región de;Educación primaria;2023T3;8,9
Mujeres;14 Murcia, Región de;Educación primaria;2023T2;8,4
Mujeres;14 Murcia, Región de;Educación primaria;2023T1;7,9
Mujeres;14 Murcia, Región de;Educación primaria;2022T4;8,3
Mujeres;14 Murcia, Región de;Educación primaria;2022T3;8,8
Mujeres;14 Murcia, Región de;Educación primaria;2022T2;8,6
Mujeres;14 Murcia, Región de;Educación primaria;2022T1;8,8
Mujeres;14 Murcia, Región de;Educación primaria;2021T4;9,5
Mujeres;14 Murcia, Región de;Educación primaria;2021T3;8,9
Mujeres;14 Murcia, Región de;Educación primaria;2021T2;8,3
Mujeres;14 Murcia, Región de;Educación primaria;2021T1;9,3
Mujeres;14 Murcia, Región de;Primera etapa de Educación Secundaria y similar;2023T4;29,3
Mujeres;14 Murcia, Región de;Primera etapa de Educación Secundaria y similar;2023T3;31,3
Mujeres;14 Murcia, Región de;Primera etapa de Educación Secundaria y similar;2023T2;33,2
Mujeres;14 Murcia, Región de;Primera etapa de Educación Secundaria y similar;2023T1;32,4
Mujeres;14 Murcia, Región de;Primera etapa de Educación Secundaria y similar;2022T4;32,5
Mujeres;14 Murcia, Región de;Primera etapa de Educación Secundaria y similar;2022T3;32,6
Mujeres;14 Murcia, Región de;Primera etapa de Educación Secundaria y similar;2022T2;33,6
Mujeres;14 Murcia, Región de;Primera etapa de Educación Secundaria y similar;2022T1;33,5
Mujeres;14 Murcia, Región de;Primera etapa de Educación Secundaria y similar;2021T4;33,9
Mujeres;14 Murcia, Región de;Primera etapa de Educación Secundaria y similar;2021T3;33,0
Mujeres;14 Murcia, Región de;Primera etapa de Educación Secundaria y similar;2021T2;33,6
Mujeres;14 Murcia, Región de;Primera etapa de Educación Secundaria y similar;2021T1;31,2
Mujeres;14 Murcia, Región de;Segunda etapa de educación secundaria, con orientación general;2023T4;14,3
Mujeres;14 Murcia, Región de;Segunda etapa de educación secundaria, con orientación general;2023T3;12,6
Mujeres;14 Murcia, Región de;Segunda etapa de educación secundaria, con orientación general;2023T2;12,4
Mujeres;14 Murcia, Región de;Segunda etapa de educación secundaria, con orientación general;2023T1;12,8
Mujeres;14 Murcia, Región de;Segunda etapa de educación secundaria, con orientación general;2022T4;12,7
Mujeres;14 Murcia, Región de;Segunda etapa de educación secundaria, con orientación general;2022T3;12,5
Mujeres;14 Murcia, Región de;Segunda etapa de educación secundaria, con orientación general;2022T2;11,5
Mujeres;14 Murcia, Región de;Segunda etapa de educación secundaria, con orientación general;2022T1;11,5
Mujeres;14 Murcia, Región de;Segunda etapa de educación secundaria, con orientación general;2021T4;11,2
Mujeres;14 Murcia, Región de;Segunda etapa de educación secundaria, con orientación general;2021T3;11,4
Mujeres;14 Murcia, Región de;Segunda etapa de educación secundaria, con orientación general;2021T2;11,9
Mujeres;14 Murcia, Región de;Segunda etapa de educación secundaria, con orientación general;2021T1;12,4
Mujeres;14 Murcia, Región de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T4;8,9
Mujeres;14 Murcia, Región de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T3;8,5
Mujeres;14 Murcia, Región de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T2;9,0
Mujeres;14 Murcia, Región de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T1;9,3
Mujeres;14 Murcia, Región de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T4;9,7
Mujeres;14 Murcia, Región de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T3;8,8
Mujeres;14 Murcia, Región de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T2;9,5
Mujeres;14 Murcia, Región de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T1;8,4
Mujeres;14 Murcia, Región de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T4;8,3
Mujeres;14 Murcia, Región de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T3;8,5
Mujeres;14 Murcia, Región de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T2;8,6
Mujeres;14 Murcia, Región de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T1;8,1
Mujeres;14 Murcia, Región de;Educación superior;2023T4;28,4
Mujeres;14 Murcia, Región de;Educación superior;2023T3;28,6
Mujeres;14 Murcia, Región de;Educación superior;2023T2;27,0
Mujeres;14 Murcia, Región de;Educación superior;2023T1;27,4
Mujeres;14 Murcia, Región de;Educación superior;2022T4;26,9
Mujeres;14 Murcia, Región de;Educación superior;2022T3;27,6
Mujeres;14 Murcia, Región de;Educación superior;2022T2;26,5
Mujeres;14 Murcia, Región de;Educación superior;2022T1;28,3
Mujeres;14 Murcia, Región de;Educación superior;2021T4;28,7
Mujeres;14 Murcia, Región de;Educación superior;2021T3;29,8
Mujeres;14 Murcia, Región de;Educación superior;2021T2;28,2
Mujeres;14 Murcia, Región de;Educación superior;2021T1;28,9
Mujeres;15 Navarra, Comunidad Foral de;Analfabetos;2023T4;0,9
Mujeres;15 Navarra, Comunidad Foral de;Analfabetos;2023T3;1,1
Mujeres;15 Navarra, Comunidad Foral de;Analfabetos;2023T2;1,1
Mujeres;15 Navarra, Comunidad Foral de;Analfabetos;2023T1;1,0
Mujeres;15 Navarra, Comunidad Foral de;Analfabetos;2022T4;1,0
Mujeres;15 Navarra, Comunidad Foral de;Analfabetos;2022T3;0,6
Mujeres;15 Navarra, Comunidad Foral de;Analfabetos;2022T2;1,1
Mujeres;15 Navarra, Comunidad Foral de;Analfabetos;2022T1;1,2
Mujeres;15 Navarra, Comunidad Foral de;Analfabetos;2021T4;0,9
Mujeres;15 Navarra, Comunidad Foral de;Analfabetos;2021T3;1,4
Mujeres;15 Navarra, Comunidad Foral de;Analfabetos;2021T2;1,1
Mujeres;15 Navarra, Comunidad Foral de;Analfabetos;2021T1;1,1
Mujeres;15 Navarra, Comunidad Foral de;Estudios primarios incompletos;2023T4;2,5
Mujeres;15 Navarra, Comunidad Foral de;Estudios primarios incompletos;2023T3;2,6
Mujeres;15 Navarra, Comunidad Foral de;Estudios primarios incompletos;2023T2;2,8
Mujeres;15 Navarra, Comunidad Foral de;Estudios primarios incompletos;2023T1;2,7
Mujeres;15 Navarra, Comunidad Foral de;Estudios primarios incompletos;2022T4;2,3
Mujeres;15 Navarra, Comunidad Foral de;Estudios primarios incompletos;2022T3;2,6
Mujeres;15 Navarra, Comunidad Foral de;Estudios primarios incompletos;2022T2;2,6
Mujeres;15 Navarra, Comunidad Foral de;Estudios primarios incompletos;2022T1;2,2
Mujeres;15 Navarra, Comunidad Foral de;Estudios primarios incompletos;2021T4;2,9
Mujeres;15 Navarra, Comunidad Foral de;Estudios primarios incompletos;2021T3;2,0
Mujeres;15 Navarra, Comunidad Foral de;Estudios primarios incompletos;2021T2;2,1
Mujeres;15 Navarra, Comunidad Foral de;Estudios primarios incompletos;2021T1;2,1
Mujeres;15 Navarra, Comunidad Foral de;Educación primaria;2023T4;13,7
Mujeres;15 Navarra, Comunidad Foral de;Educación primaria;2023T3;14,2
Mujeres;15 Navarra, Comunidad Foral de;Educación primaria;2023T2;13,7
Mujeres;15 Navarra, Comunidad Foral de;Educación primaria;2023T1;13,5
Mujeres;15 Navarra, Comunidad Foral de;Educación primaria;2022T4;12,6
Mujeres;15 Navarra, Comunidad Foral de;Educación primaria;2022T3;13,5
Mujeres;15 Navarra, Comunidad Foral de;Educación primaria;2022T2;14,0
Mujeres;15 Navarra, Comunidad Foral de;Educación primaria;2022T1;13,6
Mujeres;15 Navarra, Comunidad Foral de;Educación primaria;2021T4;13,8
Mujeres;15 Navarra, Comunidad Foral de;Educación primaria;2021T3;14,4
Mujeres;15 Navarra, Comunidad Foral de;Educación primaria;2021T2;13,5
Mujeres;15 Navarra, Comunidad Foral de;Educación primaria;2021T1;13,0
Mujeres;15 Navarra, Comunidad Foral de;Primera etapa de Educación Secundaria y similar;2023T4;19,3
Mujeres;15 Navarra, Comunidad Foral de;Primera etapa de Educación Secundaria y similar;2023T3;19,3
Mujeres;15 Navarra, Comunidad Foral de;Primera etapa de Educación Secundaria y similar;2023T2;20,1
Mujeres;15 Navarra, Comunidad Foral de;Primera etapa de Educación Secundaria y similar;2023T1;20,6
Mujeres;15 Navarra, Comunidad Foral de;Primera etapa de Educación Secundaria y similar;2022T4;21,6
Mujeres;15 Navarra, Comunidad Foral de;Primera etapa de Educación Secundaria y similar;2022T3;19,8
Mujeres;15 Navarra, Comunidad Foral de;Primera etapa de Educación Secundaria y similar;2022T2;20,7
Mujeres;15 Navarra, Comunidad Foral de;Primera etapa de Educación Secundaria y similar;2022T1;21,5
Mujeres;15 Navarra, Comunidad Foral de;Primera etapa de Educación Secundaria y similar;2021T4;20,5
Mujeres;15 Navarra, Comunidad Foral de;Primera etapa de Educación Secundaria y similar;2021T3;21,4
Mujeres;15 Navarra, Comunidad Foral de;Primera etapa de Educación Secundaria y similar;2021T2;20,8
Mujeres;15 Navarra, Comunidad Foral de;Primera etapa de Educación Secundaria y similar;2021T1;21,1
Mujeres;15 Navarra, Comunidad Foral de;Segunda etapa de educación secundaria, con orientación general;2023T4;15,5
Mujeres;15 Navarra, Comunidad Foral de;Segunda etapa de educación secundaria, con orientación general;2023T3;15,4
Mujeres;15 Navarra, Comunidad Foral de;Segunda etapa de educación secundaria, con orientación general;2023T2;14,2
Mujeres;15 Navarra, Comunidad Foral de;Segunda etapa de educación secundaria, con orientación general;2023T1;14,1
Mujeres;15 Navarra, Comunidad Foral de;Segunda etapa de educación secundaria, con orientación general;2022T4;13,5
Mujeres;15 Navarra, Comunidad Foral de;Segunda etapa de educación secundaria, con orientación general;2022T3;15,1
Mujeres;15 Navarra, Comunidad Foral de;Segunda etapa de educación secundaria, con orientación general;2022T2;13,7
Mujeres;15 Navarra, Comunidad Foral de;Segunda etapa de educación secundaria, con orientación general;2022T1;13,5
Mujeres;15 Navarra, Comunidad Foral de;Segunda etapa de educación secundaria, con orientación general;2021T4;13,2
Mujeres;15 Navarra, Comunidad Foral de;Segunda etapa de educación secundaria, con orientación general;2021T3;11,7
Mujeres;15 Navarra, Comunidad Foral de;Segunda etapa de educación secundaria, con orientación general;2021T2;12,9
Mujeres;15 Navarra, Comunidad Foral de;Segunda etapa de educación secundaria, con orientación general;2021T1;13,1
Mujeres;15 Navarra, Comunidad Foral de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T4;8,1
Mujeres;15 Navarra, Comunidad Foral de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T3;7,4
Mujeres;15 Navarra, Comunidad Foral de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T2;8,7
Mujeres;15 Navarra, Comunidad Foral de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T1;9,0
Mujeres;15 Navarra, Comunidad Foral de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T4;10,1
Mujeres;15 Navarra, Comunidad Foral de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T3;10,5
Mujeres;15 Navarra, Comunidad Foral de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T2;9,2
Mujeres;15 Navarra, Comunidad Foral de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T1;9,5
Mujeres;15 Navarra, Comunidad Foral de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T4;9,4
Mujeres;15 Navarra, Comunidad Foral de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T3;9,6
Mujeres;15 Navarra, Comunidad Foral de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T2;10,3
Mujeres;15 Navarra, Comunidad Foral de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T1;9,6
Mujeres;15 Navarra, Comunidad Foral de;Educación superior;2023T4;40,0
Mujeres;15 Navarra, Comunidad Foral de;Educación superior;2023T3;40,0
Mujeres;15 Navarra, Comunidad Foral de;Educación superior;2023T2;39,4
Mujeres;15 Navarra, Comunidad Foral de;Educación superior;2023T1;39,0
Mujeres;15 Navarra, Comunidad Foral de;Educación superior;2022T4;38,9
Mujeres;15 Navarra, Comunidad Foral de;Educación superior;2022T3;37,8
Mujeres;15 Navarra, Comunidad Foral de;Educación superior;2022T2;38,8
Mujeres;15 Navarra, Comunidad Foral de;Educación superior;2022T1;38,5
Mujeres;15 Navarra, Comunidad Foral de;Educación superior;2021T4;39,2
Mujeres;15 Navarra, Comunidad Foral de;Educación superior;2021T3;39,6
Mujeres;15 Navarra, Comunidad Foral de;Educación superior;2021T2;39,3
Mujeres;15 Navarra, Comunidad Foral de;Educación superior;2021T1;40,0
Mujeres;16 País Vasco;Analfabetos;2023T4;0,9
Mujeres;16 País Vasco;Analfabetos;2023T3;0,9
Mujeres;16 País Vasco;Analfabetos;2023T2;0,9
Mujeres;16 País Vasco;Analfabetos;2023T1;0,9
Mujeres;16 País Vasco;Analfabetos;2022T4;0,4
Mujeres;16 País Vasco;Analfabetos;2022T3;0,4
Mujeres;16 País Vasco;Analfabetos;2022T2;0,4
Mujeres;16 País Vasco;Analfabetos;2022T1;0,4
Mujeres;16 País Vasco;Analfabetos;2021T4;0,6
Mujeres;16 País Vasco;Analfabetos;2021T3;0,8
Mujeres;16 País Vasco;Analfabetos;2021T2;0,6
Mujeres;16 País Vasco;Analfabetos;2021T1;0,8
Mujeres;16 País Vasco;Estudios primarios incompletos;2023T4;2,7
Mujeres;16 País Vasco;Estudios primarios incompletos;2023T3;2,8
Mujeres;16 País Vasco;Estudios primarios incompletos;2023T2;2,3
Mujeres;16 País Vasco;Estudios primarios incompletos;2023T1;2,4
Mujeres;16 País Vasco;Estudios primarios incompletos;2022T4;2,1
Mujeres;16 País Vasco;Estudios primarios incompletos;2022T3;2,2
Mujeres;16 País Vasco;Estudios primarios incompletos;2022T2;2,6
Mujeres;16 País Vasco;Estudios primarios incompletos;2022T1;2,7
Mujeres;16 País Vasco;Estudios primarios incompletos;2021T4;3,0
Mujeres;16 País Vasco;Estudios primarios incompletos;2021T3;2,9
Mujeres;16 País Vasco;Estudios primarios incompletos;2021T2;2,7
Mujeres;16 País Vasco;Estudios primarios incompletos;2021T1;2,6
Mujeres;16 País Vasco;Educación primaria;2023T4;11,5
Mujeres;16 País Vasco;Educación primaria;2023T3;11,9
Mujeres;16 País Vasco;Educación primaria;2023T2;11,7
Mujeres;16 País Vasco;Educación primaria;2023T1;12,8
Mujeres;16 País Vasco;Educación primaria;2022T4;13,3
Mujeres;16 País Vasco;Educación primaria;2022T3;13,4
Mujeres;16 País Vasco;Educación primaria;2022T2;13,6
Mujeres;16 País Vasco;Educación primaria;2022T1;13,3
Mujeres;16 País Vasco;Educación primaria;2021T4;13,1
Mujeres;16 País Vasco;Educación primaria;2021T3;12,4
Mujeres;16 País Vasco;Educación primaria;2021T2;12,5
Mujeres;16 País Vasco;Educación primaria;2021T1;12,3
Mujeres;16 País Vasco;Primera etapa de Educación Secundaria y similar;2023T4;18,1
Mujeres;16 País Vasco;Primera etapa de Educación Secundaria y similar;2023T3;17,9
Mujeres;16 País Vasco;Primera etapa de Educación Secundaria y similar;2023T2;19,8
Mujeres;16 País Vasco;Primera etapa de Educación Secundaria y similar;2023T1;19,2
Mujeres;16 País Vasco;Primera etapa de Educación Secundaria y similar;2022T4;18,7
Mujeres;16 País Vasco;Primera etapa de Educación Secundaria y similar;2022T3;19,9
Mujeres;16 País Vasco;Primera etapa de Educación Secundaria y similar;2022T2;19,3
Mujeres;16 País Vasco;Primera etapa de Educación Secundaria y similar;2022T1;20,5
Mujeres;16 País Vasco;Primera etapa de Educación Secundaria y similar;2021T4;20,7
Mujeres;16 País Vasco;Primera etapa de Educación Secundaria y similar;2021T3;21,0
